ZIP,STCOUNTYFP,CITY,STATE,COUNTYNAME,CLASSFP
48386,26125,White lake,MI,Oakland County,H1
48359,26125,Lake orion,MI,Oakland County,H1
48377,26125,Novi,MI,Oakland County,H1
48321,26125,Auburn hills,MI,Oakland County,H1
48347,26125,Clarkston,MI,Oakland County,H1
48306,26125,Rochester,MI,Oakland County,H1
48073,26125,Royal oak,MI,Oakland County,H1
48076,26125,Southfield,MI,Oakland County,H1
48075,26125,Southfield,MI,Oakland County,H1
48362,26125,Lake orion,MI,Oakland County,H1
48322,26125,West bloomfield,MI,Oakland County,H1
48317,26125,Utica,MI,Oakland County,H1
48356,26125,Highland,MI,Oakland County,H1
48375,26125,Novi,MI,Oakland County,H1
48390,26125,Walled lake,MI,Oakland County,H1
48393,26125,Wixom,MI,Oakland County,H1
48382,26125,Commerce township,MI,Oakland County,H1
48387,26125,Union lake,MI,Oakland County,H1
48028,26125,Harsens island,MI,Oakland County,H1
48034,26125,Southfield,MI,Oakland County,H1
48098,26125,Troy,MI,Oakland County,H1
48219,26125,Detroit,MI,Oakland County,H1
48371,26125,Oxford,MI,Oakland County,H1
48336,26125,Farmington,MI,Oakland County,H1
48340,26125,Pontiac,MI,Oakland County,H1
48367,26125,Leonard,MI,Oakland County,H1
48350,26125,Davisburg,MI,Oakland County,H1
48327,26125,Waterford,MI,Oakland County,H1
48380,26125,Milford,MI,Oakland County,H1
48439,26125,Grand blanc,MI,Oakland County,H1
48070,26125,Huntington woods,MI,Oakland County,H1
48325,26125,West bloomfield,MI,Oakland County,H1
48376,26125,Novi,MI,Oakland County,H1
48332,26125,Farmington,MI,Oakland County,H1
48012,26125,Birmingham,MI,Oakland County,H1
48030,26125,Hazel park,MI,Oakland County,H1
48083,26125,Troy,MI,Oakland County,H1
48084,26125,Troy,MI,Oakland County,H1
48334,26125,Farmington,MI,Oakland County,H1
48328,26125,Waterford,MI,Oakland County,H1
48343,26125,Pontiac,MI,Oakland County,H1
48303,26125,Bloomfield hills,MI,Oakland County,H1
48308,26125,Rochester,MI,Oakland County,H1
48428,26125,Dryden,MI,Oakland County,H1
48366,26125,Lakeville,MI,Oakland County,H1
49437,26127,Montague,MI,Oceana County,H1
49449,26127,Pentwater,MI,Oceana County,H1
49436,26127,Mears,MI,Oceana County,H1
49425,26127,Holton,MI,Oceana County,H1
49446,26127,New era,MI,Oceana County,H1
49421,26127,Hesperia,MI,Oceana County,H1
49459,26127,Walkerville,MI,Oceana County,H1
49452,26127,Rothbury,MI,Oceana County,H1
49420,26127,Hart,MI,Oceana County,H1
49412,26127,Fremont,MI,Oceana County,H1
49402,26127,Branch,MI,Oceana County,H1
49455,26127,Shelby,MI,Oceana County,H1
48624,26129,Gladwin,MI,Ogemaw County,H1
48654,26129,Rose city,MI,Ogemaw County,H1
48770,26129,Whittemore,MI,Ogemaw County,H1
48739,26129,Hale,MI,Ogemaw County,H1
48756,26129,Prescott,MI,Ogemaw County,H1
48659,26129,Sterling,MI,Ogemaw County,H1
48761,26129,South branch,MI,Ogemaw County,H1
48610,26129,Alger,MI,Ogemaw County,H1
48635,26129,Lupton,MI,Ogemaw County,H1
48661,26129,West branch,MI,Ogemaw County,H1
49948,26131,Mass city,MI,Ontonagon County,H1
49967,26131,Trout creek,MI,Ontonagon County,H1
49971,26131,White pine,MI,Ontonagon County,H1
49947,26131,Marenisco,MI,Ontonagon County,H1
49953,26131,Ontonagon,MI,Ontonagon County,H1
49960,26131,Rockland,MI,Ontonagon County,H1
49929,26131,Greenland,MI,Ontonagon County,H1
49965,26131,Toivola,MI,Ontonagon County,H1
49912,26131,Bruce crossing,MI,Ontonagon County,H1
49925,26131,Ewen,MI,Ontonagon County,H1
49910,26131,Bergland,MI,Ontonagon County,H1
48632,26133,Lake,MI,Osceola County,H1
49677,26133,Reed city,MI,Osceola County,H1
49665,26133,Marion,MI,Osceola County,H1
49688,26133,Tustin,MI,Osceola County,H1
49679,26133,Sears,MI,Osceola County,H1
49655,26133,Leroy,MI,Osceola County,H1
49639,26133,Hersey,MI,Osceola County,H1
49338,26133,Paris,MI,Osceola County,H1
49657,26133,Mc bain,MI,Osceola County,H1
49631,26133,Evart,MI,Osceola County,H1
48728,26135,Curran,MI,Oscoda County,H1
48621,26135,Fairview,MI,Oscoda County,H1
48654,26135,Rose city,MI,Oscoda County,H1
48761,26135,South branch,MI,Oscoda County,H1
48647,26135,Mio,MI,Oscoda County,H1
49756,26135,Lewiston,MI,Oscoda County,H1
48619,26135,Comins,MI,Oscoda County,H1
48636,26135,Luzerne,MI,Oscoda County,H1
49797,26137,Waters,MI,Otsego County,H1
49795,26137,Vanderbilt,MI,Otsego County,H1
49738,26137,Grayling,MI,Otsego County,H1
49735,26137,Gaylord,MI,Otsego County,H1
49756,26137,Lewiston,MI,Otsego County,H1
49730,26137,Elmira,MI,Otsego County,H1
49733,26137,Frederic,MI,Otsego County,H1
49751,26137,Johannesburg,MI,Otsego County,H1
49734,26137,Gaylord,MI,Otsego County,H1
49323,26139,Dorr,MI,Ottawa County,H1
49418,26139,Grandville,MI,Ottawa County,H1
49423,26139,Holland,MI,Ottawa County,H1
49426,26139,Hudsonville,MI,Ottawa County,H1
49456,26139,Spring lake,MI,Ottawa County,H1
49409,26139,Ferrysburg,MI,Ottawa County,H1
49430,26139,Lamont,MI,Ottawa County,H1
49424,26139,Holland,MI,Ottawa County,H1
49415,26139,Fruitport,MI,Ottawa County,H1
49434,26139,Macatawa,MI,Ottawa County,H1
49315,26139,Byron center,MI,Ottawa County,H1
49330,26139,Kent city,MI,Ottawa County,H1
49534,26139,Grand rapids,MI,Ottawa County,H1
49544,26139,Grand rapids,MI,Ottawa County,H1
49422,26139,Holland,MI,Ottawa County,H1
49464,26139,Zeeland,MI,Ottawa County,H1
49448,26139,Nunica,MI,Ottawa County,H1
49345,26139,Sparta,MI,Ottawa County,H1
49428,26139,Jenison,MI,Ottawa County,H1
49401,26139,Allendale,MI,Ottawa County,H1
49435,26139,Marne,MI,Ottawa County,H1
49404,26139,Coopersville,MI,Ottawa County,H1
49417,26139,Grand haven,MI,Ottawa County,H1
49460,26139,West olive,MI,Ottawa County,H1
49429,26139,Jenison,MI,Ottawa County,H1
49403,26139,Conklin,MI,Ottawa County,H1
49427,26139,Jamestown,MI,Ottawa County,H1
49318,26139,Casnovia,MI,Ottawa County,H1
49451,26139,Ravenna,MI,Ottawa County,H1
49759,26141,Millersburg,MI,Presque Isle County,H1
49777,26141,Presque isle,MI,Presque Isle County,H1
49743,26141,Hawks,MI,Presque Isle County,H1
49707,26141,Alpena,MI,Presque Isle County,H1
49721,26141,Cheboygan,MI,Presque Isle County,H1
49746,26141,Hillman,MI,Presque Isle County,H1
49776,26141,Posen,MI,Presque Isle County,H1
49779,26141,Rogers city,MI,Presque Isle County,H1
49765,26141,Onaway,MI,Presque Isle County,H1
48629,26143,Houghton lake,MI,Roscommon County,H1
48624,26143,Gladwin,MI,Roscommon County,H1
48627,26143,Higgins lake,MI,Roscommon County,H1
48653,26143,Roscommon,MI,Roscommon County,H1
48651,26143,Prudenville,MI,Roscommon County,H1
48630,26143,Houghton lake heights,MI,Roscommon County,H1
48656,26143,Saint helen,MI,Roscommon County,H1
48420,26145,Clio,MI,Saginaw County,H1
48757,26145,Reese,MI,Saginaw County,H1
48417,26145,Burt,MI,Saginaw County,H1
48623,26145,Freeland,MI,Saginaw County,H1
48734,26145,Frankenmuth,MI,Saginaw County,H1
48724,26145,Carrollton,MI,Saginaw County,H1
48457,26145,Montrose,MI,Saginaw County,H1
48601,26145,Saginaw,MI,Saginaw County,H1
48603,26145,Saginaw,MI,Saginaw County,H1
48708,26145,Bay city,MI,Saginaw County,H1
48867,26145,Owosso,MI,Saginaw County,H1
48606,26145,Saginaw,MI,Saginaw County,H1
48787,26145,Frankenmuth,MI,Saginaw County,H1
48604,26145,Saginaw,MI,Saginaw County,H1
48608,26145,Saginaw,MI,Saginaw County,H1
48626,26145,Hemlock,MI,Saginaw County,H1
48637,26145,Merrill,MI,Saginaw County,H1
48609,26145,Saginaw,MI,Saginaw County,H1
48747,26145,Munger,MI,Saginaw County,H1
48415,26145,Birch run,MI,Saginaw County,H1
48602,26145,Saginaw,MI,Saginaw County,H1
48638,26145,Saginaw,MI,Saginaw County,H1
48722,26145,Bridgeport,MI,Saginaw County,H1
48649,26145,Oakley,MI,Saginaw County,H1
48460,26145,New lothrop,MI,Saginaw County,H1
48655,26145,Saint charles,MI,Saginaw County,H1
48607,26145,Saginaw,MI,Saginaw County,H1
48768,26145,Vassar,MI,Saginaw County,H1
48841,26145,Henderson,MI,Saginaw County,H1
48616,26145,Chesaning,MI,Saginaw County,H1
48807,26145,Bannister,MI,Saginaw County,H1
48605,26145,Saginaw,MI,Saginaw County,H1
48614,26145,Brant,MI,Saginaw County,H1
48831,26145,Elsie,MI,Saginaw County,H1
48663,26145,Saginaw,MI,Saginaw County,H1
48022,26147,Emmett,MI,St. Clair County,H1
48014,26147,Capac,MI,St. Clair County,H1
48041,26147,Memphis,MI,St. Clair County,H1
48054,26147,East china,MI,St. Clair County,H1
48002,26147,Allenton,MI,St. Clair County,H1
48064,26147,Casco,MI,St. Clair County,H1
48049,26147,North street,MI,St. Clair County,H1
48060,26147,Port huron,MI,St. Clair County,H1
48444,26147,Imlay city,MI,St. Clair County,H1
48023,26147,Fair haven,MI,St. Clair County,H1
48032,26147,Jeddo,MI,St. Clair County,H1
48003,26147,Almont,MI,St. Clair County,H1
48027,26147,Goodells,MI,St. Clair County,H1
48061,26147,Port huron,MI,St. Clair County,H1
48040,26147,Marysville,MI,St. Clair County,H1
48416,26147,Brown city,MI,St. Clair County,H1
48006,26147,Avoca,MI,St. Clair County,H1
48039,26147,Marine city,MI,St. Clair County,H1
48001,26147,Algonac,MI,St. Clair County,H1
48028,26147,Harsens island,MI,St. Clair County,H1
48004,26147,Anchorville,MI,St. Clair County,H1
48097,26147,Yale,MI,St. Clair County,H1
48079,26147,Saint clair,MI,St. Clair County,H1
48059,26147,Fort gratiot,MI,St. Clair County,H1
48074,26147,Smiths creek,MI,St. Clair County,H1
48063,26147,Columbus,MI,St. Clair County,H1
49040,26149,Colon,MI,St. Joseph County,H1
49099,26149,White pigeon,MI,St. Joseph County,H1
49087,26149,Schoolcraft,MI,St. Joseph County,H1
49042,26149,Constantine,MI,St. Joseph County,H1
49011,26149,Athens,MI,St. Joseph County,H1
49072,26149,Mendon,MI,St. Joseph County,H1
49075,26149,Nottawa,MI,St. Joseph County,H1
49093,26149,Three rivers,MI,St. Joseph County,H1
49097,26149,Vicksburg,MI,St. Joseph County,H1
49091,26149,Sturgis,MI,St. Joseph County,H1
49052,26149,Fulton,MI,St. Joseph County,H1
49032,26149,Centreville,MI,St. Joseph County,H1
49067,26149,Marcellus,MI,St. Joseph County,H1
49030,26149,Burr oak,MI,St. Joseph County,H1
49066,26149,Leonidas,MI,St. Joseph County,H1
48427,26151,Deckerville,MI,Sanilac County,H1
48456,26151,Minden city,MI,Sanilac County,H1
48426,26151,Decker,MI,Sanilac County,H1
48434,26151,Forestville,MI,Sanilac County,H1
48419,26151,Carsonville,MI,Sanilac County,H1
48726,26151,Cass city,MI,Sanilac County,H1
48741,26151,Kingston,MI,Sanilac County,H1
48032,26151,Jeddo,MI,Sanilac County,H1
48422,26151,Croswell,MI,Sanilac County,H1
48465,26151,Palms,MI,Sanilac County,H1
48472,26151,Snover,MI,Sanilac County,H1
48729,26151,Deford,MI,Sanilac County,H1
48416,26151,Brown city,MI,Sanilac County,H1
48453,26151,Marlette,MI,Sanilac County,H1
48471,26151,Sandusky,MI,Sanilac County,H1
48450,26151,Lexington,MI,Sanilac County,H1
48401,26151,Applegate,MI,Sanilac County,H1
48466,26151,Peck,MI,Sanilac County,H1
48470,26151,Ruth,MI,Sanilac County,H1
48469,26151,Port sanilac,MI,Sanilac County,H1
48097,26151,Yale,MI,Sanilac County,H1
48441,26151,Harbor beach,MI,Sanilac County,H1
48475,26151,Ubly,MI,Sanilac County,H1
48454,26151,Melvin,MI,Sanilac County,H1
48410,26151,Argyle,MI,Sanilac County,H1
49817,26153,Cooks,MI,Schoolcraft County,H1
49836,26153,Germfask,MI,Schoolcraft County,H1
49895,26153,Wetmore,MI,Schoolcraft County,H1
49883,26153,Seney,MI,Schoolcraft County,H1
49884,26153,Shingleton,MI,Schoolcraft County,H1
49854,26153,Manistique,MI,Schoolcraft County,H1
49840,26153,Gulliver,MI,Schoolcraft County,H1
48476,26155,Vernon,MI,Shiawassee County,H1
48414,26155,Bancroft,MI,Shiawassee County,H1
48840,26155,Haslett,MI,Shiawassee County,H1
48429,26155,Durand,MI,Shiawassee County,H1
48882,26155,Shaftsburg,MI,Shiawassee County,H1
48867,26155,Owosso,MI,Shiawassee County,H1
48418,26155,Byron,MI,Shiawassee County,H1
48848,26155,Laingsburg,MI,Shiawassee County,H1
48857,26155,Morrice,MI,Shiawassee County,H1
48649,26155,Oakley,MI,Shiawassee County,H1
48836,26155,Fowlerville,MI,Shiawassee County,H1
48872,26155,Perry,MI,Shiawassee County,H1
48460,26155,New lothrop,MI,Shiawassee County,H1
48433,26155,Flushing,MI,Shiawassee County,H1
48436,26155,Gaines,MI,Shiawassee County,H1
48449,26155,Lennon,MI,Shiawassee County,H1
48817,26155,Corunna,MI,Shiawassee County,H1
48841,26155,Henderson,MI,Shiawassee County,H1
48616,26155,Chesaning,MI,Shiawassee County,H1
48866,26155,Ovid,MI,Shiawassee County,H1
48807,26155,Bannister,MI,Shiawassee County,H1
48831,26155,Elsie,MI,Shiawassee County,H1
48420,26157,Clio,MI,Tuscola County,H1
48757,26157,Reese,MI,Tuscola County,H1
48426,26157,Decker,MI,Tuscola County,H1
48758,26157,Richville,MI,Tuscola County,H1
48727,26157,Clifford,MI,Tuscola County,H1
48723,26157,Caro,MI,Tuscola County,H1
48726,26157,Cass city,MI,Tuscola County,H1
48734,26157,Frankenmuth,MI,Tuscola County,H1
48701,26157,Akron,MI,Tuscola County,H1
48741,26157,Kingston,MI,Tuscola County,H1
48746,26157,Millington,MI,Tuscola County,H1
48760,26157,Silverwood,MI,Tuscola County,H1
48733,26157,Fairgrove,MI,Tuscola County,H1
48729,26157,Deford,MI,Tuscola County,H1
48453,26157,Marlette,MI,Tuscola County,H1
48735,26157,Gagetown,MI,Tuscola County,H1
48435,26157,Fostoria,MI,Tuscola County,H1
48744,26157,Mayville,MI,Tuscola County,H1
48759,26157,Sebewaing,MI,Tuscola County,H1
48464,26157,Otter lake,MI,Tuscola County,H1
48415,26157,Birch run,MI,Tuscola County,H1
48768,26157,Vassar,MI,Tuscola County,H1
48767,26157,Unionville,MI,Tuscola County,H1
49043,26159,Covert,MI,Van Buren County,H1
49009,26159,Kalamazoo,MI,Van Buren County,H1
49026,26159,Bloomingdale,MI,Van Buren County,H1
49047,26159,Dowagiac,MI,Van Buren County,H1
49090,26159,South haven,MI,Van Buren County,H1
49056,26159,Grand junction,MI,Van Buren County,H1
49087,26159,Schoolcraft,MI,Van Buren County,H1
49079,26159,Paw paw,MI,Van Buren County,H1
49098,26159,Watervliet,MI,Van Buren County,H1
49022,26159,Benton harbor,MI,Van Buren County,H1
49045,26159,Decatur,MI,Van Buren County,H1
49057,26159,Hartford,MI,Van Buren County,H1
49063,26159,Lacota,MI,Van Buren County,H1
49065,26159,Lawton,MI,Van Buren County,H1
49078,26159,Otsego,MI,Van Buren County,H1
49062,26159,Kendall,MI,Van Buren County,H1
49010,26159,Allegan,MI,Van Buren County,H1
49038,26159,Coloma,MI,Van Buren County,H1
49067,26159,Marcellus,MI,Van Buren County,H1
49027,26159,Breedsville,MI,Van Buren County,H1
49013,26159,Bangor,MI,Van Buren County,H1
49055,26159,Gobles,MI,Van Buren County,H1
49071,26159,Mattawan,MI,Van Buren County,H1
49064,26159,Lawrence,MI,Van Buren County,H1
48137,26161,Gregory,MI,Washtenaw County,H1
48178,26161,South lyon,MI,Washtenaw County,H1
49285,26161,Stockbridge,MI,Washtenaw County,H1
48113,26161,Ann arbor,MI,Washtenaw County,H1
48175,26161,Salem,MI,Washtenaw County,H1
48111,26161,Belleville,MI,Washtenaw County,H1
48109,26161,Ann arbor,MI,Washtenaw County,H1
48107,26161,Ann arbor,MI,Washtenaw County,H1
48103,26161,Ann arbor,MI,Washtenaw County,H1
48130,26161,Dexter,MI,Washtenaw County,H1
48169,26161,Pinckney,MI,Washtenaw County,H1
48189,26161,Whitmore lake,MI,Washtenaw County,H1
48105,26161,Ann arbor,MI,Washtenaw County,H1
48108,26161,Ann arbor,MI,Washtenaw County,H1
48170,26161,Plymouth,MI,Washtenaw County,H1
48167,26161,Northville,MI,Washtenaw County,H1
48168,26161,Northville,MI,Washtenaw County,H1
49229,26161,Britton,MI,Washtenaw County,H1
49287,26161,Tipton,MI,Washtenaw County,H1
48158,26161,Manchester,MI,Washtenaw County,H1
48191,26161,Willis,MI,Washtenaw County,H1
48190,26161,Whittaker,MI,Washtenaw County,H1
48118,26161,Chelsea,MI,Washtenaw County,H1
48160,26161,Milan,MI,Washtenaw County,H1
48104,26161,Ann arbor,MI,Washtenaw County,H1
48106,26161,Ann arbor,MI,Washtenaw County,H1
48197,26161,Ypsilanti,MI,Washtenaw County,H1
48176,26161,Saline,MI,Washtenaw County,H1
49236,26161,Clinton,MI,Washtenaw County,H1
48198,26161,Ypsilanti,MI,Washtenaw County,H1
49230,26161,Brooklyn,MI,Washtenaw County,H1
49240,26161,Grass lake,MI,Washtenaw County,H1
48124,26163,Dearborn,MI,Wayne County,H1
48195,26163,Southgate,MI,Wayne County,H1
48201,26163,Detroit,MI,Wayne County,H1
48212,26163,Hamtramck,MI,Wayne County,H1
48209,26163,Detroit,MI,Wayne County,H1
48210,26163,Detroit,MI,Wayne County,H1
48211,26163,Detroit,MI,Wayne County,H1
48225,26163,Harper woods,MI,Wayne County,H1
48226,26163,Detroit,MI,Wayne County,H1
48080,26163,Saint clair shores,MI,Wayne County,H1
48111,26163,Belleville,MI,Wayne County,H1
48134,26163,Flat rock,MI,Wayne County,H1
48152,26163,Livonia,MI,Wayne County,H1
48193,26163,Riverview,MI,Wayne County,H1
48235,26163,Detroit,MI,Wayne County,H1
48221,26163,Detroit,MI,Wayne County,H1
48230,26163,Grosse pointe,MI,Wayne County,H1
48128,26163,Dearborn,MI,Wayne County,H1
48150,26163,Livonia,MI,Wayne County,H1
48146,26163,Lincoln park,MI,Wayne County,H1
48164,26163,New boston,MI,Wayne County,H1
48125,26163,Dearborn heights,MI,Wayne County,H1
48186,26163,Westland,MI,Wayne County,H1
48187,26163,Canton,MI,Wayne County,H1
48185,26163,Westland,MI,Wayne County,H1
48180,26163,Taylor,MI,Wayne County,H1
48205,26163,Detroit,MI,Wayne County,H1
48236,26163,Grosse pointe,MI,Wayne County,H1
48214,26163,Detroit,MI,Wayne County,H1
48242,26163,Detroit,MI,Wayne County,H1
48151,26163,Livonia,MI,Wayne County,H1
48136,26163,Garden city,MI,Wayne County,H1
48222,26163,Detroit,MI,Wayne County,H1
48126,26163,Dearborn,MI,Wayne County,H1
48127,26163,Dearborn heights,MI,Wayne County,H1
48170,26163,Plymouth,MI,Wayne County,H1
48167,26163,Northville,MI,Wayne County,H1
48168,26163,Northville,MI,Wayne County,H1
48117,26163,Carleton,MI,Wayne County,H1
48183,26163,Trenton,MI,Wayne County,H1
48174,26163,Romulus,MI,Wayne County,H1
48208,26163,Detroit,MI,Wayne County,H1
48173,26163,Rockwood,MI,Wayne County,H1
48184,26163,Wayne,MI,Wayne County,H1
48204,26163,Detroit,MI,Wayne County,H1
48244,26163,Detroit,MI,Wayne County,H1
48120,26163,Dearborn,MI,Wayne County,H1
48188,26163,Canton,MI,Wayne County,H1
48203,26163,Highland park,MI,Wayne County,H1
48213,26163,Detroit,MI,Wayne County,H1
48239,26163,Redford,MI,Wayne County,H1
48234,26163,Detroit,MI,Wayne County,H1
48238,26163,Detroit,MI,Wayne County,H1
48233,26163,Detroit,MI,Wayne County,H1
48138,26163,Grosse ile,MI,Wayne County,H1
48101,26163,Allen park,MI,Wayne County,H1
48135,26163,Garden city,MI,Wayne County,H1
48202,26163,Detroit,MI,Wayne County,H1
48207,26163,Detroit,MI,Wayne County,H1
48075,26163,Southfield,MI,Wayne County,H1
48243,26163,Detroit,MI,Wayne County,H1
48122,26163,Melvindale,MI,Wayne County,H1
48141,26163,Inkster,MI,Wayne County,H1
48123,26163,Dearborn,MI,Wayne County,H1
48154,26163,Livonia,MI,Wayne County,H1
48192,26163,Wyandotte,MI,Wayne County,H1
48206,26163,Detroit,MI,Wayne County,H1
48216,26163,Detroit,MI,Wayne County,H1
48228,26163,Detroit,MI,Wayne County,H1
48219,26163,Detroit,MI,Wayne County,H1
48229,26163,Ecorse,MI,Wayne County,H1
48231,26163,Detroit,MI,Wayne County,H1
48153,26163,Livonia,MI,Wayne County,H1
48227,26163,Detroit,MI,Wayne County,H1
48240,26163,Redford,MI,Wayne County,H1
48223,26163,Detroit,MI,Wayne County,H1
48224,26163,Detroit,MI,Wayne County,H1
48215,26163,Detroit,MI,Wayne County,H1
48218,26163,River rouge,MI,Wayne County,H1
48217,26163,Detroit,MI,Wayne County,H1
48232,26163,Detroit,MI,Wayne County,H1
48121,26163,Dearborn,MI,Wayne County,H1
48288,26163,Detroit,MI,Wayne County,H1
49618,26165,Boon,MI,Wexford County,H1
49638,26165,Harrietta,MI,Wexford County,H1
49620,26165,Buckley,MI,Wexford County,H1
49633,26165,Fife lake,MI,Wexford County,H1
49688,26165,Tustin,MI,Wexford County,H1
49601,26165,Cadillac,MI,Wexford County,H1
49689,26165,Wellston,MI,Wexford County,H1
49663,26165,Manton,MI,Wexford County,H1
49668,26165,Mesick,MI,Wexford County,H1
49625,26165,Copemish,MI,Wexford County,H1
49649,26165,Kingsley,MI,Wexford County,H1
49657,26165,Mc bain,MI,Wexford County,H1
55798,27001,Wright,MN,Aitkin County,H1
55735,27001,Finlayson,MN,Aitkin County,H1
56469,27001,Palisade,MN,Aitkin County,H1
55787,27001,Tamarack,MN,Aitkin County,H1
56342,27001,Isle,MN,Aitkin County,H1
56431,27001,Aitkin,MN,Aitkin County,H1
56350,27001,Mc grath,MN,Aitkin County,H1
55785,27001,Swatara,MN,Aitkin County,H1
55760,27001,Mcgregor,MN,Aitkin County,H1
56444,27001,Deerwood,MN,Aitkin County,H1
55752,27001,Jacobson,MN,Aitkin County,H1
55072,27001,Sandstone,MN,Aitkin County,H1
55748,27001,Hill city,MN,Aitkin County,H1
55783,27001,Sturgeon lake,MN,Aitkin County,H1
55014,27003,Circle pines,MN,Anoka County,H1
55126,27003,Saint paul,MN,Anoka County,H1
55303,27003,Anoka,MN,Anoka County,H1
55448,27003,Minneapolis,MN,Anoka County,H1
55092,27003,Wyoming,MN,Anoka County,H1
55112,27003,Saint paul,MN,Anoka County,H1
55330,27003,Elk river,MN,Anoka County,H1
55433,27003,Minneapolis,MN,Anoka County,H1
55025,27003,Forest lake,MN,Anoka County,H1
55434,27003,Minneapolis,MN,Anoka County,H1
55449,27003,Minneapolis,MN,Anoka County,H1
55070,27003,Saint francis,MN,Anoka County,H1
55304,27003,Andover,MN,Anoka County,H1
55432,27003,Minneapolis,MN,Anoka County,H1
55398,27003,Zimmerman,MN,Anoka County,H1
55421,27003,Minneapolis,MN,Anoka County,H1
55005,27003,Bethel,MN,Anoka County,H1
55011,27003,Cedar,MN,Anoka County,H1
55038,27003,Hugo,MN,Anoka County,H1
55040,27003,Isanti,MN,Anoka County,H1
55079,27003,Stacy,MN,Anoka County,H1
55110,27003,Saint paul,MN,Anoka County,H1
56570,27005,Osage,MN,Becker County,H1
56577,27005,Richwood,MN,Becker County,H1
56464,27005,Menahga,MN,Becker County,H1
56511,27005,Audubon,MN,Becker County,H1
56578,27005,Rochert,MN,Becker County,H1
56585,27005,Ulen,MN,Becker County,H1
56470,27005,Park rapids,MN,Becker County,H1
56477,27005,Sebeka,MN,Becker County,H1
56549,27005,Hawley,MN,Becker County,H1
56591,27005,White earth,MN,Becker County,H1
56589,27005,Waubun,MN,Becker County,H1
56554,27005,Lake park,MN,Becker County,H1
56502,27005,Detroit lakes,MN,Becker County,H1
56552,27005,Hitterdal,MN,Becker County,H1
56572,27005,Pelican rapids,MN,Becker County,H1
56593,27005,Wolf lake,MN,Becker County,H1
56501,27005,Detroit lakes,MN,Becker County,H1
56544,27005,Frazee,MN,Becker County,H1
56521,27005,Callaway,MN,Becker County,H1
56575,27005,Ponsford,MN,Becker County,H1
56569,27005,Ogema,MN,Becker County,H1
56678,27007,Solway,MN,Beltrami County,H1
56727,27007,Grygla,MN,Beltrami County,H1
56630,27007,Blackduck,MN,Beltrami County,H1
56633,27007,Cass lake,MN,Beltrami County,H1
56619,27007,Bemidji,MN,Beltrami County,H1
56666,27007,Ponemah,MN,Beltrami County,H1
56661,27007,Northome,MN,Beltrami County,H1
56670,27007,Redby,MN,Beltrami County,H1
56671,27007,Redlake,MN,Beltrami County,H1
56685,27007,Waskish,MN,Beltrami County,H1
56647,27007,Hines,MN,Beltrami County,H1
56676,27007,Shevlin,MN,Beltrami County,H1
56683,27007,Tenstrike,MN,Beltrami County,H1
56601,27007,Bemidji,MN,Beltrami County,H1
56650,27007,Kelliher,MN,Beltrami County,H1
56663,27007,Pennington,MN,Beltrami County,H1
56667,27007,Puposky,MN,Beltrami County,H1
56652,27007,Leonard,MN,Beltrami County,H1
56379,27009,Sauk rapids,MN,Benton County,H1
56330,27009,Foreston,MN,Benton County,H1
56303,27009,Saint cloud,MN,Benton County,H1
56377,27009,Sartell,MN,Benton County,H1
56367,27009,Rice,MN,Benton County,H1
56304,27009,Saint cloud,MN,Benton County,H1
56387,27009,Waite park,MN,Benton County,H1
55371,27009,Princeton,MN,Benton County,H1
56373,27009,Royalton,MN,Benton County,H1
56357,27009,Oak park,MN,Benton County,H1
56333,27009,Gilman,MN,Benton County,H1
56329,27009,Foley,MN,Benton County,H1
56219,27011,Browns valley,MN,Big Stone County,H1
56236,27011,Dumont,MN,Big Stone County,H1
56225,27011,Clinton,MN,Big Stone County,H1
56227,27011,Correll,MN,Big Stone County,H1
56278,27011,Ortonville,MN,Big Stone County,H1
56211,27011,Beardsley,MN,Big Stone County,H1
56208,27011,Appleton,MN,Big Stone County,H1
56240,27011,Graceville,MN,Big Stone County,H1
56210,27011,Barry,MN,Big Stone County,H1
56221,27011,Chokio,MN,Big Stone County,H1
56276,27011,Odessa,MN,Big Stone County,H1
56090,27013,Vernon center,MN,Blue Earth County,H1
56080,27013,Saint clair,MN,Blue Earth County,H1
56024,27013,Eagle lake,MN,Blue Earth County,H1
56034,27013,Garden city,MN,Blue Earth County,H1
56068,27013,Minnesota lake,MN,Blue Earth County,H1
56050,27013,Kasota,MN,Blue Earth County,H1
56037,27013,Good thunder,MN,Blue Earth County,H1
56078,27013,Pemberton,MN,Blue Earth County,H1
56063,27013,Madison lake,MN,Blue Earth County,H1
56001,27013,Mankato,MN,Blue Earth County,H1
56062,27013,Madelia,MN,Blue Earth County,H1
56041,27013,Hanska,MN,Blue Earth County,H1
56003,27013,Mankato,MN,Blue Earth County,H1
56073,27013,New ulm,MN,Blue Earth County,H1
56065,27013,Mapleton,MN,Blue Earth County,H1
56025,27013,Easton,MN,Blue Earth County,H1
56010,27013,Amboy,MN,Blue Earth County,H1
56060,27013,Lewisville,MN,Blue Earth County,H1
56055,27013,Lake crystal,MN,Blue Earth County,H1
56088,27013,Truman,MN,Blue Earth County,H1
56048,27013,Janesville,MN,Blue Earth County,H1
55333,27015,Franklin,MN,Brown County,H1
56081,27015,Saint james,MN,Brown County,H1
56266,27015,Morgan,MN,Brown County,H1
56085,27015,Sleepy eye,MN,Brown County,H1
